zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,symbol,address2
10160,Industrials,6.0,"PT Shield On Service Tbk, together with its subsidiaries, provides outsourcing services in Indonesia. It operates through Security Services, Cleaning Services, Human Resource Provider, Parking Services, and Others segments. The company offers security services comprising security management and guarding, security consultancy, corporate and personal review, and security personnel training services; and cleaning and maintenance services, including daily, general, special, and mobile cleaning, as well as landscape/garden maintenance services. It also provides human resource solutions that include talent development, recruitment assessment, and compensation and benefit services; and parking management services, such as parking, valet, car park management, traffic design consultancy, and maintenance parking equipment services. The company was founded in 2004 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,62 21 350 5915,Indonesia,https://www.sos.co.id,86400,Graha Dinamika Building,,Staffing & Employment Services,SOSS.JK,"3rd Floor Jalan Tanah Abang II, No. 49-51"
12930,Financial Services,38.0,"PT Victoria Insurance Tbk provides general insurance products and services in Jakarta, Surabaya, and Semarang. The company offers property, motor vehicle, personal accident, engineering, freight, money, liability, and hull insurance products. It serves multi-finance, banking, local government, state-owned enterprises, private, and individual customers. The company was founded in 1978 and is headquartered in Jakarta Selatan, Indonesia. PT Victoria Insurance Tbk is a subsidiary of PT Victoria Investama Tbk.",Jakarta Selatan,62 21 5099 2940,Indonesia,https://victoriainsurance.co.id,86400,Graha BIP Lantai 3A,62 21 5099 2941,Insurance—Property & Casualty,VINS.JK,Jl. Jend. Gatot Subroto Kav. 22-23
13930,Industrials,267.0,"PT Kabelindo Murni Tbk operates as an electrical and telecommunication cables manufacturer in Indonesia. The company offers building wires; low voltage cables, including power and twisted cables; medium voltage cables of international and domestic standard; and bare conductors, including aluminium and copper conductors, and overhead ground wires, as well as special cables, including PVC and XLPE insulation, instrument cable, and fire resistant and flame retardant cables. The company was formerly known as PT Kabel Indonesia and changed its name to PT Kabelindo Murni Tbk in 1979. The company was founded in 1972 and is based in Jakarta, Indonesia.",Jakarta,62 21 460 9065,Indonesia,https://www.kabelindo.co.id,86400,Jl. Rawagirang No. 2,,Electrical Equipment & Parts,KBLM.JK,Kawasan Industri Pulogadung
12160,Industrials,34.0,"PT Modern Internasional Tbk, together with its subsidiaries, primarily engages in the trading business in Indonesia. The company is involved in the operation of department stores and supermarkets; general trading, import/export trading, and food products and beverages trading activities; and provision of document solutions. It also engages in trading and servicing photography/cinematography equipment, home appliances/electronic equipment, engineering equipment, mechanical equipment, electronics, and photocopy machines and its spare parts. The company was formerly known as PT Modern Photo Tbk and changed its name to PT Modern Internasional Tbk in June 2007. PT Modern Internasional Tbk was founded in 1971 and is based in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 2793 3378,Indonesia,https://www.moderninternasional.co.id,86400,Jl. Sultan Hasanuddin Dalam No. 72,62 21 723 6914,Business Equipment & Supplies,MDRN.JK,Melawai Kec. Kebayoran Baru
10130,Consumer Cyclical,12.0,"PT Yelooo Integra Datanet Tbk engages in leasing communication technology equipment in Indonesia. It also provides tour and travel services, as well as trades in communication equipment. In addition, the company sells mobile phone, prepaid voucher, electronic phone credit, and internet data packages. PT Yelooo Integra Datanet Tbk was founded in 2016 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,62 21 632 7523,Indonesia,https://www.passpod.com,86400,Jalan Alaydrus No.66 BC RT.010,,Travel Services,YELO.JK,RW.002 Petojo Utara Gambir
12150,Technology,81.0,"PT Sentral Mitra Informatika Tbk provides hardware, software, and IT services and solutions in Indonesia. The company operates through two segments, Trading and Rentals. It sells electronic items; and provides printer rental, click, and other services. The company also engages in computer consulting; information security consulting; and computer facilities management activities, such as planning and designing a computer system that integrates computer hardware, software, and communication technology, as well as publishes software. In addition, it engages in the wholesale of computers and computer equipment; telecommunication equipment, including telecommunications transmission equipment, telecommunications equipment, information technology, and multimedia equipment; and software, as well as provides publishing, graphic design and printing, magazine printing, tabloids, and documents; and computer assembly. Further, the company is involved in the provision of software support and other information services activities; computers and office machines rentals; and manufactures flash drives, optical disk drives, keyboards, and others. Additionally, it provides printing support services, such as bookbinding; drawing and installation of images on printing machines; photocopying, document preparation and other special office supporting activities; and other management consulting and business support services. The company was founded in 2008 and is based in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 7280 0110,Indonesia,https://www.sentral.co.id,86400,"Graha Mas Fatmawati, Blok A 27-29",62 21 7280 0220,Computer Hardware,LUCK.JK,Jalan RS Fatmawati No. 71
12930,Consumer Defensive,484.0,"PT Prasidha Aneka Niaga Tbk, together with its subsidiaries, engages in the processing and trading of agricultural products in Indonesia. It offers crumb rubber; and produces instant and roasted ground coffee products, and coffee beans. The company is also involved in the coffee plantation. It also exports crumb rubber to the United States, Europe, and Japan. The company was formerly known as PT Aneka Bumi Asih and changed its name to PT Prasidha Aneka Niaga Tbk in 1994. PT Prasidha Aneka Niaga Tbk was founded in 1974 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 5790 4488,Indonesia,https://www.prasidha.co.id,86400,Plaza Sentral,62 21 5288 0084,Packaged Foods,PSDN.JK,20th Floor Jl. Jend. Sudirman No. 47
,Industrials,11.0,"PT Bumi Benowo Sukses Sejahtera Tbk operates as a property development company in Indonesia. It develops and sells warehouses and shophouses. The company was founded in 1987 and is headquartered in Surabaya, Indonesia. PT Bumi Benowo Sukses Sejahtera Tbk operates as a subsidiary of Agung Alam Anugrah Group.",Surabaya,62 31 561 2227,Indonesia,https://bumibenowo.com,86400,Jl. WR Supratman No. 19,,Engineering & Construction,BBSS.JK,Ex. Dr. Soetomo Tegalsari
11120,Consumer Defensive,375.0,"PT Multi Indocitra Tbk produces and distributes baby and health care products, and cosmetics in Indonesia. The company offers baby and healthcare products, including bottle, nipple, breast feeding accs, feeding accs, nursing accs, healthcare accs, teether, pacifier, breast pads and pumps, baby wipes, baby and kids toiletries, baby skin care products, and adult and baby diapers; personal care products, such as face and compact powder, two way cake, facial foam, moisturizer, shower cream, bubble foam shower, handwash, hand and body lotions, shaver and refill cartridges, face and body cleansers, nipple cream and shields, breastmilk storage bags, natural oil skin repair, and breast therapy products; and cosmetics, which includes hand gels, lip care, lipstiks, eyes shadows, and make up products, as well as viva face tonic, milk cleansers, scin foods, air mawar, eye brow pencils, and liquid foundations. It also provides food and beverage products, including lexus, oat crunch, samudra, crackers, topmix, and funmixed munchy's; ota moruku, crack potato, miaow-miaow, omypop, and mini rice crack potatoes; waisun, southern, marshmallow, and lot sour 100 candies; d'best birdness, guava, tea, soya starway, dolphin, and wanfa drink beverages; ready to drink soya and sterile milk; and cooking spices and kitchen products. In addition, the company offers hotwheels, barbie, thomas & friends, fisher price, and mega bloks; pregnancy and fertility period test kits; contraception products; gummy vitamin for kids, adult, beauty, and expectant mom; air fresheners; glass cleaners; Toilet and bathroom cleaners; and furniture and motor vehicles maintenance products; lampu LEDs, daylight and warmwhite bulbs, and flood lights; plates and bowls; and 3Ply maskers and hand sanitizer sprays. It sells its brands under the Pigeon and Lock&Lock brands name. PT Multi Indocitra Tbk was founded in 1990 and is headquartered in Jakarta Barat, Indonesia.",Jakarta Barat,62 21 2936 8888,Indonesia,https://www.mic.co.id,86400,Green Central City,62 21 2936 6192,Household & Personal Products,MICE.JK,6th Floor Commercial Area JI. Gajah Mada No. 188
40396,Consumer Cyclical,281.0,"PT Sejahtera Bintang Abadi Textile Tbk manufactures and sells yarns using recycled materials primarily in Indonesia. It offers cotton open-end, poly-cotton bleached open-end, poly-cotton raw white open-end, poly-cotton color open-end, mop, and ring-spun yarn products. The company's products are used as materials for mops, towels, denim fabrics, canvas fabrics, carpets, batik, and knitted gloves. It also exports its products to Asia, Europe, the Americas, and Africa. The company was founded in 2003 and is based in Bandung, Indonesia.",Bandung,62 22 794 7100,Indonesia,https://sbatextile.com,86400,Jalan Raya Cicalengka – Majalaya KM. 5,62 22 794 7200,Textile Manufacturing,SBAT.JK,Desa Srirahayu Kecamatan Cikancung
,Real Estate,134.0,"PT Trimitra Propertindo Tbk, a property investment and development company, develops residential and commercial projects in Indonesia. It also operates a three-star hotel. The company was founded in 2012 and is headquartered in Tangerang Selatan, Indonesia.",Tangerang Selatan,62 21 538 9788,Indonesia,https://www.trimitraland.com,86400,Komplek Parkland Avenue,,Real Estate Services,LAND.JK,Jl. Raya Serpong No. 89 Kelurahan Cilenggang Kecamatan Serpong
13920,Basic Materials,22.0,"PT Alakasa Industrindo Tbk, through its subsidiaries, operates in the aluminum industry in Indonesia. The company operates through Aluminium Industry and Trading segments. It engages in the aluminum extrusion activity; and trading of aluminum raw materials. The company also exports its products. PT Alakasa Industrindo Tbk was founded in 1972 and is based in East Jakarta, Indonesia.",Jakarta Timur,62 21 460 8855,Indonesia,https://www.ai.alakasa.co.id,86400,Jalan Pulogadung No. 4,62 21 460 8856,Aluminum,ALKA.JK,Jakarta Industrial Estate Pulogadung
10340,Consumer Cyclical,11.0,"PT Globe Kita Terang Tbk engages in the retail and distribution of cellular phones and accessories in Indonesia. The company offers starterpack and reload vouchers, contents, coffee machines, and operator products, as well as produces coffee beans. It sells its products through online and offline stores. The company was formerly known as PT Global Teleshop Tbk and changed its name to PT Globe Kita Terang Tbk in June 2021. The company was founded in 2007 and is based in Jakarta Pusat, Indonesia. PT Globe Kita Terang Tbk operates as a subsidiary of PT Trikomsel Oke Tbk.",Jakarta Pusat,62 21 3190 5997,Indonesia,https://globekitaterang.co.id,86400,JL Kebon Sirih Raya. Kav. 63,,Specialty Retail,GLOB.JK,
12920,Financial Services,100.0,"PT Malacca Trust Wuwungan Insurance Tbk provides general insurance products in Indonesia. The company operates in two divisions, General Insurance and Rental Property. It offers health, fire, motor vehicles, cargo, marine hull, and personal accident insurance products, as well as other insurance products, such as liability, engineering, and miscellaneous insurance products. The company was formerly known as Pt Asuransi Wuwungan. The company was founded in 1952 and is headquartered in Jakarta, Indonesia. PT Malacca Trust Wuwungan Insurance Tbk is a subsidiary of PT Batavia Prosperindo Internasional Tbk.",Jakarta,,Indonesia,https://www.mtwi.co.id,86400,Chase Plaza,,Insurance—Diversified,MTWI.JK,8th Floor Jl. Jenderal Sudirman Kav.21
