code,name,address,website,phone,description,share_list,sector,industry
IPPE,Indo Pureco Pratama Tbk.,"Batununggul 1 - Balingbing Kec. Pagaden Barat, Subang",https://www.indopureco.com,62 260 424 7083,"PT Indo Pureco Pratama Tbk, an agro-industrial company, produces pure, virgin, and crude coconut oil, as well as copra meal for healthcare, food, pharmaceutical, and cosmetic industries in Indonesia. The company was founded in 2019 and is headquartered in Subang, Indonesia.",4600000000,Consumer Defensive,Packaged Foods
IPTV,MNC Vision Networks Tbk.,"MNC Tower - 27th Floor Jalan Kebon Sirih No. 17-19, Jakarta Pusat",https://www.mncvisionnetworks.com,62 21 390 9211,"PT MNC Vision Networks Tbk, together with its subsidiaries, provides program retransmission, television (TV) advertising, high speed broadband, internet protocol television, and digital and other services in Indonesia. It also offers direct-to-home post-paid and prepaid pay TV, fixed broadband, and fiber optic pay TV services, as well as acts as a local cable operator. The company also engages in content production activities; and operates Vision+, an over the top based video streaming platform. The company was formerly known as PT. Sky Vision Networs and changed its name to PT MNC Vision Networks Tbk in February 2018. The company was founded in 1989 and is headquartered in Jakarta Pusat, Indonesia. PT MNC Vision Networks Tbk is a subsidiary of PT. Global Mediacom Tbk.",42197950841,Communication Services,Entertainment
IRRA,Itama Ranoraya Tbk.,"MT. Haryono Square - Lantai 1 Unit 101 No. 390 Jl. Otto Iskandardinata Raya, Jakarta Timur",https://www.itama.co.id,62 21 2906 7207,"PT Itama Ranoraya Tbk engages in the procurement of health goods in Indonesia. It offers non-electromedical sterile medical devices, in vitro diagnostic products, and other products. The company's products include ADS syringes, blood screening machines and reagents, apheresis machines, blood processing machines, rapid test products, vaccine refrigerators, masks, products for surgery in hospitals, ultrasound, and health supplements. It is also involved in building and office space rental business. The company was founded in 1988 and is headquartered in Jakarta Timur, Indonesia. PT Itama Ranoraya Tbk is a subsidiary of PT Global Dinamika Kencana.",1600000000,Healthcare,Medical Distribution
ISAT,Indosat Tbk.,"Jalan Medan Merdeka Barat No. 21 -, Jakarta",https://indosatooredoo.com,62 21 3000 3001,"PT Indosat Ooredoo Hutchison Tbk, together with its subsidiaries, provides telecommunication services in Indonesia. The company offers post-paid and prepaid products that include various data and mobile voice solutions on 2G, 3G, and 4G broadband cellular networks under the IM3 Ooredoo brand. It also provides international calls, international roaming, and fixed line services. In addition, the company offers IoT and M2M solutions; IT services through private data center and disaster recovery center; Internet connectivity and data communication services for corporate customers; satellite-based services, such as transponder leasing, VSAT services, and TV channels for TV; cloud-based service for business transformation; and voice services. It provides services under the Ooredoo brand name. The company was founded in 1967 and is based in Jakarta, Indonesia. PT Indosat Ooredoo Hutchison Tbk (IDX:ISAT) operates as a subsidiary of Ooredoo Hutchison Asia Pte. Ltd.",8062702740,Communication Services,Telecom Services
ISSP,Steel Pipe Industry of Indonesia Tbk.,"Jl. Kalibutuh No. 189-191 -, Surabaya",https://www.spindo.com,62 31 532 0921,"PT Steel Pipe Industry of Indonesia Tbk manufactures and sells steel pipes and other related products in Indonesia. It operates through Steel Pipe Mill, Spiral Steel Pipe Mill, Strips and Plate, and Services and Others segments. The company provides structural pipes, such as ERW steel pipes for bridge and construction projects, as well as building envelope structural applications; and SSAW steel pipes for use in various structural applications, such as foundation work and on piers, bridges, and construction of project buildings. It also offers water, and oil and gas pipes; stainless steel pipes, including ornamental tubes and industrial pipes; galvanized pipes; and steel poles comprising telephone, electric, and lighting poles, as well as mechanical tubes for use in furniture materials, bus frame structures, bicycle frames, and automotive parts, as well as various services. The company was incorporated in 1971 and is headquartered in Surabaya, Indonesia. PT Steel Pipe Industry of Indonesia Tbk operates as a subsidiary of PT Cakra Bhakti Para Putra.",7185992035,Basic Materials,Steel
ITIC,Indonesian Tobacco Tbk.,"Jalan Letjen. S. Parman no. 92 -, Malang",https://www.indonesiantobacco.com,62 34 149 1017,"PT Indonesian Tobacco Tbk manufactures and sells cigarettes and tobacco in Indonesia. It processes tobacco leaves into finished products in the form of self-rolled tobacco or tobacco shags. The company also exports its products to Singapore, Malaysia, and Japan. PT Indonesian Tobacco Tbk was founded in 1955 and is headquartered in Malang, Indonesia.",940720000,Consumer Defensive,Tobacco
ITMA,Sumber Energi Andalan Tbk.,"Sopo Del Office & Lifestyle Tower B - Lantai 21 JI. Mega Kuningan Barat III, Lot.10 1-6 Kawasan Mega Kuningan, Jakarta Selatan",https://energi-andalan.co.id,62 21 5081 5254,"PT Sumber Energi Andalan Tbk provides trading, import and export, consulting, project, and contract services to the mining and energy sectors. The company was formerly known as PT Itamaraya Tbk and changed its name to PT Sumber Energi Andalan Tbk in June 2010. The company was founded in 1987 and is headquartered in Jakarta Selatan, Indonesia.",870904000,Basic Materials,Other Industrial Metals & Mining
ITMG,Indo Tambangraya Megah Tbk.,"Pondok Indah Office Tower III - 3rd Floor Jalan Sultan Iskandar Muda Pondok Indah Kav V-TA, Jakarta",https://www.itmg.co.id,62 21 2932 8100,"PT Indo Tambangraya Megah Tbk, together with its subsidiaries, engages in coal mining activities. The company operates seven mining concessions in the island of Kalimantan covering East, Central, and South Kalimantan. It also owns and operates the Bontang Coal Terminal, three loading ports, and Bontang power plant. In addition, the company provides mining support, coal and fuel trading, fuel distribution, coal transportation, and alternative energy marketing services, as well as engages in renewable power generation activities. It primarily sells its coal in Indonesia, India, Pakistan, Taiwan, China, Hong Kong, Korea, Japan, Europe, Australia, and Oceania. The company was founded in 1987 and is headquartered in South Jakarta, Indonesia. PT Indo Tambangraya Megah Tbk is a subsidiary of Banpu Minerals (Singapore) Pte. Ltd.",1129925000,Energy,Thermal Coal
JARR,Jhonlin Agro Raya Tbk.,NULL,NULL,NULL,NULL,8000000000,NULL,NULL
JAST,Jasnita Telekomindo Tbk.,"E-Trade Building - Suite B, 5th Floor Jln. K.H. Wahid Hasyim No. 55 RT 001/RW 004,Kel. Gondangdia Kec. Mente, Jakarta Pusat",https://jasnita.co.id,62 21 2865 5288,"PT. Jasnita Telekomindo Tbk provides telecommunications, communications, and networking services in Indonesia. The company offers digital contact center and managed ICT services to banking and financial institutions; voice and communication API services; and smart city and 112 emergency hotline services to the government. It also provides Jascloud that offers telecommunications and IP based solutions; Jasmeet, a solution optimized for working from home; cloud omni channel; customer relationship management; and Jasgrid, an IT as a service. The company was founded in 1996 and is headquartered in Central Jakarta, Indonesia. PT. Jasnita Telekomindo Tbk is a subsidiary of PT Persada Inti Sejahtera.",1082574979,Communication Services,Telecom Services
JAWA,Jaya Agra Wattie Tbk.,"Gedung Graha Dinamika - 2nd Floor Jalan Tanah Abang II Number 49 – 51, Jakarta",https://www.jawattie.com,62 21 350 5906,"PT Jaya Agra Wattie Tbk, together with its subsidiaries, engages in the cultivation, processing, logistics, and marketing of agricultural products in Indonesia and internationally. The company operates through three segments: Rubber, Palm Oil, and Others. It produces and sells rubber, coffee, tea, palm oil, and other agricultural products. The company was formerly known as Handel Maatschappij J.A. Wattie and Company Limited and changed its name to PT Jaya Agra Wattie Tbk in 1987. The company was founded in 1921 and is headquartered in Jakarta, Indonesia. PT Jaya Agra Wattie Tbk is a subsidiary of PT Sarana Agro Investama.",3774685500,Consumer Defensive,Farm Products
JAYA,Armada Berjaya Trans Tbk.,"Rukan Puri Mutiara Blok A No. 70 - Jl. Griya Utama Sunter Agung, Jakarta Utara",https://armadaberjaya.com,62 21 6531 0675,"PT Armada Berjaya Trans Tbk engages in the transportation business in Indonesia. The company offers land transportation services, including loose cargo and container transportation, and long box truck fleet services; import and export custom clearance services for cargoes; and domestic freight forwarding and door to door services to various destinations. It also provides storage and warehousing services. The company was formerly known as PT Armada Beton. PT Armada Berjaya Trans Tbk was incorporated in 2012 and is based in North Jakarta, Indonesia.",795628830,Industrials,Trucking
JECC,Jembo Cable Company Tbk.,"Jl. Pajajaran - Kel. Gandasari - Jatiuwung, Tangerang",https://www.jembo.co.id,62 21 591 9442,"PT Jembo Cable Company Tbk manufactures and sells various wires and cables in Indonesia and internationally. It operates through Power Cable, Telephone Cable, and Others segments. The company provides low and medium voltage copper and aluminum cables; overhead transmission and distribution; telecommunication cables with copper and optic fiber conductors; instrumentation cables; control cables; airfield lighting cables; metal corrugated armoured cables; marine offshore cables; fire resistant and flame retardant cables; lead sheathed cables; and HDPE pipes and related equipment. It is also involved in the maintenance and repair of electrical and other communication network; and construction of pipe network for oil and gas. PT Jembo Cable Company Tbk was incorporated in 1973 and is headquartered in Tangerang, Indonesia. PT Jembo Cable Company Tbk is a subsidiary of PT Monaspermata Persada.",151200000,Industrials,Electrical Equipment & Parts
JGLE,Graha Andrasentra Propertindo Tbk.,"GAP OFFICE - Bogor Nirwana Residence Jl. Bogor Nirwana Raya Dereded – Pahlawan, Bogor",https://www.jungleseries.co.id,62 25 1821 1290,"PT Graha Andrasentra Propertindo Tbk. engages in the development and management of amusement/recreation parks. The company operates through four divisions: Hotel and Condotel, Real Estate, Recreation Park, and Others. It also manages the Jungle Waterpark, Jungleland Adventure Theme Park, and Jungle Festival. In addition, the company is involved in the development and sale of houses and apartments; management of the Bogor Nirwana Residence area; and management of Aston Bogor Hotel and Resort. PT Graha Andrasentra Propertindo Tbk. was founded in 1988 and is based in Bogor, Indonesia.",22581909405,Consumer Cyclical,Leisure
JIHD,Jakarta International Hotels & Development Tbk.,"Artha Graha Building - 15th Floor Sudirman Central Business District Jalan Jenderal Sudirman Kav. 52 - 53, Jakarta",https://www.jihd.co.id,62 21 515 2555,"PT Jakarta International Hotels & Development Tbk, through its subsidiaries, engages in the hotel and property businesses in Indonesia. It operates through Hotel, Real Estate, Telecommunication, and Hotel Management services. The Hotel segment owns and operates two hotels under the Hotel Borobudur Jakarta and Ritz-Carlton Pacific Place names. The Real Estate segment engages in the real estate development business and services, including the construction of office buildings, malls, apartments, commercial centers, and their facilities. The Telecommunication Services segment includes telephone, internet, leased circuits, managed service, and TV cable services. The Hotel Management Services segment manages and operates hotel borobudur jakarta, discovery kartika plaza hotel, palace hotel, and discovery ancol. The company also engages in the restaurant and tourism businesses.PT Jakarta International Hotels & Development Tbk was founded in 1969 and is headquartered in Jakarta, Indonesia.",2329040482,Consumer Cyclical,Lodging
JKON,Jaya Konstruksi Manggala Pratama Tbk.,"Building B - Kantor Taman Bintaro Jaya Office Jalan Bintaro Raya, Jakarta",https://www.jayakonstruksi.com,62 21 736 3939,"PT Jaya Konstruksi Manggala Pratama Tbk engages in the construction business in Indonesia. The company is also involved in asphalt and liquefied petroleum gas trading; provision of specialized mechanical and electrical engineering, contractorand services; LPG and bulk transportation; chartering of vessels; and trading, manufacturing, and workshop and industry activities. In addition, it owns or leases real estate properties; and trades in materials and chemical goods. The company was founded in 1982 and is based in Jakarta, Indonesia.",16308519860,Industrials,Conglomerates
JKSW,Jakarta Kyoei Steel Works Tbk.,NULL,NULL,NULL,NULL,150000000,NULL,NULL
JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk.,"Graha Kospin JASA - Lt.5 Jl. Jend. Gatot Soebroto Kav. 1, Jakarta Selatan",https://jmasyariah.com,62 21 8247 0083,"PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk operates as a sharia life insurance company in Indonesia. It provides individual life and health, term, combined dual purpose, sharia life, personal, and group life and health insurance products, as well as financing insurance products. The company was founded in 2014 and is headquartered in Jakarta Selatan, Indonesia. PT Asuransi Jiwa Syariah is a subsidiary of Kospin Jasa.",1000000000,Financial Services,Insurance—Life
JPFA,Japfa Comfeed Indonesia Tbk.,"Wisma Millenia - 7th Floor Jl. MT Haryono Kav. 16, Jakarta",https://www.japfacomfeed.co.id,62 21 2854 5640,"PT Japfa Comfeed Indonesia Tbk operates as an agri-food company. The company operates through six segments: Animal Feed, Poultry Breeding, Commercial Farm, Poultry Processing and Consumer Products, Aquaculture, and Trading and Others. It provides poultry feed, day old chick broilers/layers and pullets, commercial live broiler birds, and processed chicken products; and feed for fresh, brackish, and marine water fishes and shrimps. The company also operates cold storage and processing plants, as well as fish farming, and shrimp farming and hatcheries. In addition, it engages in commercial farming, and beef cattle breeding and cattle slaughtering activities. Further, the company provides woven plastic bags, copra pelletizing, animal vaccines, veterinary medicines and vitamins, and livestock equipment, as well as operates retail meat store. Additionally, it is involved in the real estate, plantation, general trading, marine transportation, and investment activities. The company markets its products in Indonesia, Asia, Europe, and the United States. The company was founded in 1971 and is headquartered in Jakarta, Indonesia. PT Japfa Comfeed Indonesia Tbk is a subsidiary of Japfa Ltd.",11726575201,Consumer Defensive,Farm Products
JRPT,Jaya Real Property Tbk.,"CBD Emerald Block CE/A No. 1 - Boulevard Bintaro Jaya, Tangerang",https://www.jayaproperty.com,62 21 745 8888,"PT Jaya Real Property, Tbk., together with its subsidiaries, develops residential areas and manages commercial properties in Indonesia. The company operates through Sale of Land and Buildings, and Rental and Other Services segments. The Sale of Land and Buildings segment engages in the real estate and urban development activities; and release/purchase, processing, maturation, and development of facilities and infrastructure. The Rental and Other Services segment is involved in leasing of shopping centers and areas of the city, and the water management business. It also provides general trading and construction, building management, and transportation services, as well as operates hotels. The company was founded in 1979 and is based in Tangerang, Indonesia. PT Jaya Real Property, Tbk. is a subsidiary of PT Pembangunan Jaya.",13750000000,Real Estate,Real Estate—Development
JSKY,Sky Energy Indonesia Tbk.,"Jalan Raya Cicadas No. 258 - Gunung Putri, Bogor",https://www.sky-energy.co.id,62 21 866 50100,"PT Sky Energy Indonesia Tbk manufactures and sells solar modules for homes, and commercial and government sectors worldwide. The company offers polycrystalline, monocrystalline, and flexible solar panels, as well as portable solar kits and accessories; light-emitting diode bulbs, lamps, and lights; solar mounting systems; solar inverters and monitoring solutions; and energy storage solutions. It is also involved in the technical design, installation, and maintenance of solar power plants. The company was founded in 2008 and is based in Bogor, Indonesia.",2032540000,Technology,Solar
JSMR,Jasa Marga (Persero) Tbk.,"Plaza Tol Taman Mini Indonesia Indah -, Jakarta",https://www.jasamarga.com,62 21 841 3630,"PT Jasa Marga (Persero) Tbk develops, constructs, operates, manages, and maintains toll roads in Indonesia. The company also offers toll road service, such as transaction services, traffic services, and road construction services. It also rents toll road equipment and vehicles; and develops real estate properties. The company operates 13 toll roads. PT Jasa Marga (Persero) Tbk was founded in 1978 and is headquartered in Jakarta, Indonesia.",7257871200,Industrials,Engineering & Construction
JSPT,Jakarta Setiabudi Internasional Tbk.,"Setiabudi 2 Building - 3A Floor Jl. H.R. Rasuna Said Kav. 62, Jakarta",https://www.jsi.co.id,62 21 522 0568,"PT Jakarta Setiabudi Internasional Tbk, together with its subsidiaries, engages in the hospitality and property businesses in Indonesia. It operates through Hotel, Real Estate, Rental of Office Space, and Rental of Retail Center segments. It offers hotel guestroom and restaurant services; sells land and/or buildings, and apartment units; and rents office space and retail centers. The company was founded in 1975 and is headquartered in Jakarta, Indonesia. PT Jakarta Setiabudi Internasional Tbk is a subsidiary of PT Jan Darmadi Investindo.",2318736000,Real Estate,Real Estate Services
JTPE,Jasuindo Tiga Perkasa Tbk.,"Jl. Raya Betro No. 21 - Sedati, Sidoarjo",https://jasuindo.com,62 31 891 0919,"PT Jasuindo Tiga Perkasa Tbk, together with its subsidiaries, operates in the printing industry in Indonesia. It operates through two segments, Security Products and Non-Security Products. The company offers payment products, including checks, bank cards, and other payment products; brand protection products comprising stamp duty and labels; commercial printing products, such as promo plus, game plus, pin mailers, reel printing, insurance policy, bills, and delivery orders; and identity documents consisting of passports, identity cards, and certificate/diploma documents. It also provides information technology solutions. The company was founded in 1990 and is headquartered in Sidoarjo, Indonesia.",6852050000,Industrials,Specialty Business Services
KAEF,Kimia Farma Tbk.,"Jl. Veteran No.9 - Gambir, Jakarta",https://kimiafarma.co.id,62 21 384 7709,"PT Kimia Farma (Persero) Tbk produces and sells medicines, herbal medicines, iodine, salts, quinine and their derivative products, and vegetable oils in Indonesia. The company operates through Manufacturing, Distribution, Retail, and Other Services segments. It also manufactures and sells generic, ethical, license and narcotic medicines, and over the counter medicines, health equipment, raw materials, medicines, medical devices, and cosmetics. In addition, the company distributes its products in drug to pharmacies, hospital pharmacy installation, medical center, and drug stores. The company was founded in 1817 and is headquartered in Jakarta, Indonesia.",5554000000,Healthcare,Medical Distribution
KARW,ICTSI Jasa Prima Tbk.,"Graha Kirana Building - 7th Floor Suite 701 Jl. Yos Sudarso No. 88, Jakarta Utara",https://www.ijp.co.id,62 21 6531 4710,"PT ICTSI Jasa Prima Tbk, together with its subsidiaries, engages in the development, construction, and operation of maritime logistics infrastructure facilities and related services in Indonesia. The company offers services on maintenance, upkeep, operation, and utilization of maritime facilities and infrastructure, including concession of berths and terminals, and container yards; and upkeep, maintenance and repair, and operation of technical, mechanical, and electronic equipment/aids, as well as machinery and special scales. It also provides computer software and hardware related to facilities and infrastructure of maritime logistics; and stevedoring services. In addition, the company is involved in the rental of heavy equipment. Further, it engages in the development, trading, industrial, agribusiness, land transportation, repair shop, and other activities. The company was formerly known as PT Maharlika Indonesia Tbk and changed its name to PT ICTSI Jasa Prima Tbk in August 2012. The company was incorporated in 1978 and is based in Jakarta Utara, Indonesia. PT ICTSI Jasa Prima Tbk is a subsidiary of ICTSI Far East Pte. Ltd.",587152700,Industrials,Marine Shipping
KAYU,Darmi Bersaudara Tbk.,NULL,NULL,NULL,NULL,665000000,NULL,NULL
KBAG,Karya Bersama Anugerah Tbk.,"PAM Tower - 8th Floor Balikpapan Superblock Jalan Jendral Sudirman No. 47, Balikpapan",https://www.kbag.co.id,62 54 276 5888,"PT Karya Bersama Anugerah Tbk engages in the real estate development business. The company operates in two segments, Real Estate and Developer. It constructs Rusunami dwellings, landed houses, and shop-houses. The company was founded in 2014 and is headquartered in Balikpapan, Indonesia. PT Karya Bersama Anugerah Tbk is a subsidiary of PT Visi Kota Indonesia.",7150001691,Consumer Cyclical,Residential Construction
KBLI,KMI Wire & Cable Tbk.,"Jl. Raya Bekasi Km 23.1 - Cakung, Jakarta",https://kmiwire.com,62 21 460 1733,"PT KMI Wire and Cable Tbk manufactures and sells various power cables in Indonesia. The company offers aluminum, copper, and ground bare conductors; low voltage power cables comprising aluminum, copper, control, flexible, and instrument cables; medium voltage power cables consisting of aluminum and copper cables; high voltage power cables; outdoor and indoor telecom cables; special purpose cables, including fire resistant, flame retardant, lead sheated, nylon, and thermocouple cables; and aluminum and copper rods, and rod products. It supplies power cables to the state-owned electricity company; and cables to private and industrial sectors comprising oil and gas, mining, industrial, and other sectors. The company sells its products under the kabelmetal Indonesia, and KMI Wire and Cable brands through a chain of distributors and resellers, as well as directly. It also exports its products internationally. PT KMI Wire and Cable Tbk was founded in 1972 and is based in Jakarta, Indonesia.",4007235107,Industrials,Electrical Equipment & Parts
KBLM,Kabelindo Murni Tbk.,"Jl. Rawagirang No. 2 - Kawasan Industri Pulogadung, Jakarta",https://www.kabelindo.co.id,62 21 460 9065,"PT Kabelindo Murni Tbk operates as an electrical and telecommunication cables manufacturer in Indonesia. The company offers building wires; low voltage cables, including power and twisted cables; medium voltage cables of international and domestic standard; and bare conductors, including aluminium and copper conductors, and overhead ground wires, as well as special cables, including PVC and XLPE insulation, instrument cable, and fire resistant and flame retardant cables. The company was formerly known as PT Kabel Indonesia and changed its name to PT Kabelindo Murni Tbk in 1979. The company was founded in 1972 and is based in Jakarta, Indonesia.",1120000000,Industrials,Electrical Equipment & Parts
KBLV,First Media Tbk.,"BeritaSatu Plaza - 4th Floor, Suite 401 Jl. Jend. Gatot Subroto Kav. 35-36 Kuningan Timur, Setiabudi, Jakarta",https://www.firstmedia.co.id,62 21 527 8811,"PT First Media Tbk, together with its subsidiaries, engages in technology, media, and telecommunication businesses in Indonesia. The company provides fixed cable based, multimedia, internet, telephony added value, and business management consultancy services; subscribed and private broadcasting services; and film and video recording services. It also offers calling card, local fixed network-based packet switched and internet, internet interconnection, general trading, broadcasting, news agency, and stationery and printing and publishing services, as well as trades in electronic and telecommunication equipment and parts, and printing and publishing goods. The company was formerly known as PT Broadband Multimedia Tbk and changed its name to PT First Media Tbk in 2007. PT First Media Tbk was founded in 1994 and is based in Jakarta, Indonesia. PT First Media Tbk is a subsidiary of AcrossAsia Ltd.",1742167907,Communication Services,Entertainment
KBRI,Kertas Basuki Rachmat Indonesia Tbk.,NULL,NULL,NULL,NULL,8687995734,NULL,NULL
KDSI,Kedawung Setia Industrial Tbk.,"Jalan Mastrip No. 862 - Warugunung Karangpilang, Surabaya",https://www.kedawungsetia.com,62 31 766 1971,"PT Kedawung Setia Industrial Tbk manufactures and sells enamel products in Indonesia and internationally. The company offers enamel houseware, corrugated carton boxes, egg tray boxes, and other products. It also exports its products. The company was founded in 1965 and is headquartered in Surabaya, Indonesia. PT Kedawung Setia Industrial Tbk is a subsidiary of PT Kitasubur Utama.",405000000,Consumer Cyclical,Packaging & Containers
KEEN,Kencana Energi Lestari Tbk.,"Kencana Tower - 11th Floor Kebon Jeruk Business Park Jalan Meruya Ilir Raya Nomor 88, Jakarta Barat",https://www.kencanaenergy.com,62 21 5890 0791,"PT Kencana Energi Lestari Tbk, together with its subsidiaries, operates as a renewable energy company in Indonesia. It owns and operates 2 hydroelectric power plants with 39 megawatts in Pakkat, North Sumatera and Air Putih, Bengkulu; 5 megawatts biomass plant in Tempilang District, West Bangka Regency, Bangka Belitung Islands Province; and 1.3 megawatts solar power plant, as well as 10 megawatts micro-hydro power plant in Madong, South Sulawesi. The company also engages in the electrical equipment industry, electricity, gas, hot steam/water and cold air, special construction, wholesale trade, and other management consulting activities. It serves industries and householders. The company was founded in 2008 and is headquartered in West Jakarta, Indonesia.",3666312500,Utilities,Utilitie - Independent Power Producers
KEJU,Mulia Boga Raya Tbk.,"Bekasi International Industrial Estate - Jalan Inti Raya II Blok C.7 No. 5-A Cibatu South Cikarang, Bekasi",https://www.prochiz.com,62 21 8990 8468,"PT Mulia Boga Raya Tbk manufactures and sells cheese and mayonnaise for salad dressing under the Prochiz brand name in Indonesia. It offers block and sliced cheese, and other products. The company sells its products through its own marketing force and third-party distributors. It also exports its products. The company was incorporated in 2006 and is headquarter in Bekasi, Indonesia. PT Mulia Boga Raya Tbk is a subsidiary of PT Garudafood Putra Putri Jaya Tbk.",1500000000,Consumer Defensive,Packaged Foods
KIAS,Keramika Indonesia Assosiasi Tbk.,"Graha Mobisel - 3rd Floor Jalan Warung Buncit Raya No.139 Kalibata, Pancoran, Jakarta Selatan",https://www.kiaceramics.com,62 21 799 3973,"PT Keramika Indonesia Assosiasi Tbk produces and sells various ceramic products in Indonesia, Asia, Europe, and the United States. The company offers floor, wall, granite, roof, and vinyl tiles; sanitary ware products, such as toilet products and wash bowls; and sanitary fittings, including showers, faucets, mixer stop valves, bath mixers, floor drain squares, and kitchen faucets. It provides its products under the KIA, IMPRESSO, and SPECTRA brands. The company was founded in 1953 and is headquartered in Jakarta Selatan, Indonesia. PT Keramika Indonesia Assosiasi Tbk is a subsidiary of SCG Building Materials Co., Ltd.",14929100000,Industrials,Building Products & Equipment
KICI,Kedaung Indah Can Tbk,"Jl . Raya Rungkut Street 15-17 -, Surabaya",https://www.kedaungindahcan.com,62 31 870 0088,"PT Kedaung Indah Can Tbk manufactures and sells enamel-on-steel cookware and can/tin products in Indonesia. The company operates through two segments, Enamelware and Can. It offers various stock pots, steamer cooker sets, ovens, deep stock pot gradations, pasta cooker sets, deep stock pots, and stock pots with steamer; roasters comprising lasagna pans, oval roasters, and fry pans; cookware sets; and storage bowls, such as soup bowls, salad bowls, mixing bowl sets, deep bowl sets, basins, serving bowls, preparation bowl sets, and fancy bowl sets. The company also provides tableware products, including plates and colanders; tea kettles; and lunch carriers, trays, canister sets, cookie tins, kerosene stoves, mugs, and milk pans. In addition, it engages in printing, forming, picking, enameling, decorating, assembling, and packing activities. It also exports its products. The company was founded in 1974 and is headquartered in Surabaya, Indonesia.",276000000,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
KIJA,Kawasan Industri Jababeka Tbk.,"Jababeka Center - Hollywood Plaza No. 10-12 Jl. H. Usmar Ismail Kota Jababeka, Cikarang, Bekasi",https://www.jababeka.com,62 21 893 4580,"PT Kawasan Industri Jababeka Tbk engages in the real estate development activities in Indonesia and the Netherlands. The company operates through five segments: Real Estate, Golf, Service and Maintenance, Power Plant, and Tourism. The Real Estate segment develops and sells industrial estates, and related facilities and services, including residential estates, apartments, office buildings, and shopping centers; and develops and installs water treatment plant, waste water treatment, telephone, electricity, and other facilities to support the industrial estates, such as sports and recreational facilities. It also exports and imports goods for businesses related to the development and management of the industrial estates. The Golf segment develops and manages golf course, club house, recreation, and sports facilities, as well as supporting facilities. The Service and Maintenance segment engages in the development and infrastructure management of industrial estates, hotels, and residential estates; and development and management of public infrastructure. The Power Plant segment develops and manages power plants; supplies and distributes energy; and provides energy management services to third parties. The Tourism segment is involved in the tourism object, tourism hotel, tourism estate, and education and tourism training center. In addition, the company generates and distributes electricity; and provides residential condominium, financing, general trading, transportation, building management, real estate construction, and other services, as well as museums & zoos and services. PT Kawasan Industri Jababeka Tbk was founded in 1989 and is headquartered in Bekasi, Indonesia.",20824888369,Industrials,Conglomerates
KINO,Kino Indonesia Tbk.,"Kino Tower - 17th Floor Jl. Jalur Sutera Boulevard No. 01 Alam Sutera, Tangerang",https://www.kino.co.id,62 21 8082 1100,"PT Kino Indonesia Tbk manufactures and markets personal care products, beverages, foods, and pharmaceutical and pet food products in Indonesia and internationally. The company offers various personal care products, including haircare products under the Ellips, Sasha, and Samantha brands; oral care products under the Sasha and Click brands; skin care products under the Ovale and Ristra brands; baby care products under the Sleek Baby brand; decoratives under the Abstract brand; fragrances under the Eskulin brand; feminine hygiene products under the Resik V and Absolute brand names; kids personal care products under the B&B Kids, Eskulin Kids, and Master Kids brands; men's grooming products under the Master brand; air fresheners under the Evergreen brand; hygiene products under the Sleek and Instance Hand Sanitizer brand names; and pet foods under the MAXLife brand. It also provides various beverages, such as remedy drinks under the Cap Kaki Tiga and Larutan Sejuk Segar brands; health drinks under the Cap Panda brand name; energy drinks under the Panther brand; and canned fruit, coconut water, and juices under the Malee brand name. In addition, the company offers confectionary products comprising candies under the Kino Candy, Oplozz, Frenta Candy, and Chew Chew Ball brand names; snacks under the Kino Naster and Snack It brands; and powdered drink under the Segar Sari brand. Further, it provides pharmaceutical products, such as herbal cough medicines, balms, headache medicines, and ringworm medicines under the Cap Kaki Tiga and Q-Life brands; and herbal products under the Dua Putri Dewi brand. The company was formerly known as PT Kinocare Era Kosmetindo. The company was incorporated in 1999 and is headquartered in Tangerang, Indonesia. PT Kino Indonesia Tbk is a subsidiary of PT Kino Investindo.",1428571500,Industrials,Conglomerates
KIOS,Kioson Komersial Indonesia Tbk.,"AXA Tower Kuningan City - 42nd Floor Jl. Prof. Dr. Satrio Kavling 18 Karet Kuningan, Jakarta Selatan",https://www.kioson.com,62 21 3005 6255,"PT Kioson Komersial Indonesia Tbk, a technology company, provides digital platform in Indonesia. The company provides partnership-based financial payment service provider and operates as an individual agent to support micro, small, and middle businesses, as well as grocery stores. It is also involved in the financial services trading activities; and provision of transportation and warehousing services. The company was founded in 2015 and is headquartered in Jakarta Selatan, Indonesia. PT Kioson Komersial Indonesia Tbk is a subsidiary of PT Artav Mobile Indonesia.",1075859850,Technology,Software—Application
KJEN,Krida Jaringan Nusantara Tbk.,"Jalan Kramat VI No. 2. RT.1/RW.1 -, Jakarta Pusat",https://www.kjn.id,62 21 3190 1010,"PT Krida Jaringan Nusantara Tbk provides courier services in Indonesia and internationally. It also offers freight forwarding and delivery services, and packages and movers services. The company was founded in 1998 and is headquartered in Jakarta Pusat, Indonesia. PT Krida Jaringan Nusantara Tbk is a subsidiary of PT Grafindo Karya Nusantara.",500000000,Industrials,Integrated Freight & Logistics
KKES,Kusuma Kemindo Sentosa Tbk.,NULL,NULL,NULL,NULL,1500000000,NULL,NULL
