symbol,shortName,longName,sector,fullTimeEmployees,industry,longBusinessSummary,city,address1,address2,website,phone,fax
WEGE.JK,Wijaya Karya Bangunan Gedung Tb,PT Wijaya Karya Bangunan Gedung Tbk.,Industrials,557.0,Engineering & Construction,"PT Wijaya Karya Bangunan Gedung Tbk., together with its subsidiaries, provides building construction services in Indonesia. The company operates through Construction, Property, Concession, and Modular segments. It offers foundation, structural, mechanical, electrical, plumbing, lighting, architecture, interior, and landscape and hardscape works. The company also produces precast blocks and columns, hollow core slabs, and precast facades. In addition, it is involved in the real estate, hospitality, and parking lot businesses. The company's projects include academic facilities, airports, apartments, commercial facilities, hospitals, hotels, offices, sports facilities, and other projects. It serves governments and private sectors. The company was founded in 2008 and is headquartered in Jakarta, Indonesia. PT Wijaya Karya Bangunan Gedung Tbk. is a subsidiary of PT Wijaya Karya (Persero) Tbk.",Jakarta,WIKA Tower 1,Lantai 7-10 Jl. D.I. Panjaitan Kav. 9 RT/003RW/011 Kelurahan Cipinang Cempedak,https://www.wikagedung.co.id,62 21 8590 8862,62 21 8590 4146
SMKL.JK,Satyamitra Kemas Lestari Tbk.,PT Satyamitra Kemas Lestari Tbk,Consumer Cyclical,1693.0,Packaging & Containers,"PT Satyamitra Kemas Lestari Tbk operates as an integrated carton packaging and logistics solutions company in Indonesia. The company offers corrugated carton, pre-print corrugated, offset printing, and rigid boxes. It is also involved in the provision of logistics services. The company was founded in 2001 and is headquartered in Tangerang, Indonesia. PT Satyamitra Kemas Lestari Tbk is a subsidiary of PT Satyamitra Investindo Pratama.",Tangerang,Kawasan Industri Benua Permai Lestari,Jl. Raya Serang KM 25.6 Desa Cisereh Tigaraksa,https://www.satyamitra.com,62 21 595 0988,62 21 595 0089
APEX.JK,Apexindo Pratama Duta Tbk.,PT Apexindo Pratama Duta Tbk,Energy,271.0,Oil & Gas Drilling,"PT Apexindo Pratama Duta Tbk operates as a drilling contractor in Indonesia and internationally. It provides onshore and offshore drilling services for oil and gas, geothermal, and coal bed methane industries. The company has a fleet of six offshore rigs that include 2 jack-up rigs and 4 swamp barges, and eight onshore rigs. It also engages in the rental of equipment; usage of fuel and spare parts; and provision of catering and other services. The company was founded in 1984 and is headquartered in Jakarta, Indonesia. PT Apexindo Pratama Duta Tbk is a subsidiary of PT Aserra Capital.",Jakarta,Office 8 Building,"20 – 21 Floors, SCBD Lot 28 Jl. Jend. Sudirman Kav 52-53 Kebayoran Baru",https://www.apexindo.com,62 21 2933 3000,62 21 2933 3111
URBN.JK,Urban Jakarta Propertindo Tbk.,PT Urban Jakarta Propertindo Tbk,Real Estate,67.0,Real Estate—Development,"PT Urban Jakarta Propertindo Tbk. develops properties in Indonesia. It develops and/or manages office areas, shopping centers, and apartments that are integrated directly with mass transportation. The company was founded in 1995 and is based in Jakarta Selatan, Indonesia. PT Urban Jakarta Propertindo Tbk. is a subsidiary of PT Nusa Wijaya Propertindo.",Jakarta Selatan,Treasury Tower,"Lt. 19 F-G – SCBD Lot 28 Jl. Jend. Sudirman Kav. 52-53 RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota",https://www.urbanjakarta.co.id,62 21 4011 1717,
JTPE.JK,Jasuindo Tiga Perkasa Tbk.,PT Jasuindo Tiga Perkasa Tbk,Industrials,1518.0,Specialty Business Services,"PT Jasuindo Tiga Perkasa Tbk, together with its subsidiaries, operates in the printing industry in Indonesia. It operates through two segments, Security Products and Non-Security Products. The company offers payment products, including checks, bank cards, and other payment products; brand protection products comprising stamp duty and labels; commercial printing products, such as promo plus, game plus, pin mailers, reel printing, insurance policy, bills, and delivery orders; and identity documents consisting of passports, identity cards, and certificate/diploma documents. It also provides information technology solutions. The company was founded in 1990 and is headquartered in Sidoarjo, Indonesia.",Sidoarjo,Jl. Raya Betro No. 21,Sedati,https://jasuindo.com,62 31 891 0919,62 31 891 0928
PPRE.JK,PP Presisi Tbk.,PT PP Presisi Tbk,Industrials,312.0,Engineering & Construction,"PT PP Presisi Tbk operates as an integrated heavy equipment-based construction company in Indonesia. It provides integrated services, including civil works, ready mix, foundation, formwork, erector, and mining, as well as heavy equipment rental services. The company's civil works include the construction of ports, airports, railroads, coastal safeguards, irrigation channels or canals, reservoirs, tunnels, building structures, roads, bridges, swamp reclamations, pipe installations, drillings, and land clearing projects. It is also involved in the provision of mechanical-electrical works, transportation/logistic, and trading services. In addition, the company owns 2,985 heavy equipment consisting of 2,817 large scale fleet (mobile), such as asphalt distributor and finisher, babyroller, backhoe loader, breaker, bulldozer, car mix, cold milling, compressor, concrete paver and pump, dump truck, excavator, flat deck, forklift, generating set, impact roller, fuel and light truck, mine pump, motor grader, self and skip steer loader, pile hammer, ripper, submersible pump, tandem roller, tractor, tower lamp, truck boogie and box, truck crane and mixer, truck services, tyre and vibro roller, water tank truck, wheel excavator and loader, and truck mounted crane. Further, it provides 168 large scale fleet (non-mobile) comprising asphalt mixing and batching plant, cement deep mixing, crane pancang, crawler crane, CSD, drilling rig, launcher gentry, passenger hoist, placing boom, stone crusher, and tower crane. The company was formerly known as PT PP Peralatan Konstruksi and changed its name to PT PP Presisi Tbk in March 2017. PT PP Presisi Tbk was incorporated in 2004 and is headquartered in East Jakarta, Indonesia. PT PP Presisi Tbk is a subsidiary of PT Pembangunan Perumahan (Persero) Tbk.",Jakarta Timur,Plaza PP,Wisma Robinson Lt. 3 Jl. TB Simatupang No. 57 Pasar Rebo,https://www.pp-presisi.co.id,62 21 841 4119,62 21 823 0353
SLIS.JK,Gaya Abadi Sempurna Tbk.,PT Gaya Abadi Sempurna Tbk,Technology,169.0,Electronics & Computer Distribution,"PT Gaya Abadi Sempurna Tbk develops and trades in electric vehicles and electronic components in Indonesia. It offers electric bicycles and motors, MTB electric bicycles, and scooters; and fans and LED light products. The company was founded in 1996 and is headquartered in Tangerang, Indonesia. PT Gaya Abadi Sempurna Tbk is a subsidiary of PT Selis Investama Indonesia.",Tangerang,Jl. Raya Serang Km 29,"No. 8, Kampung ilat Rt/Rw: 002/003 Kp. Ilat, Kel. Gembong, Kec. Balaraja",https://www.gaya-slis.com,62 21 450 9888,62 21 452 0716
BACA.JK,Bank Capital Indonesia Tbk.,PT Bank Capital Indonesia Tbk,Financial Services,765.0,Banks—Regional,"PT Bank Capital Indonesia Tbk provides various banking products and services in Indonesia. The company offers current accounts, savings products, and time deposits; mortgage, car, and multipurpose financing products; overdraft facilities; demand loans, money market lines, and term loans; and guarantees. It also provides safe deposit boxes, ATM cards, online fund transfers, collection, clearing, foreign exchange, export and import transaction, remittance, payroll, syndicated loans, online and mobile banking, and credit card payment services. It operates through 4 branches and 77 sub-branches. The company was formerly known as PT Bank Credit Lyonnais Indonesia and changed its name to PT Bank Capital Indonesia Tbk in September 2004. PT Bank Capital Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,Jamsostek Tower,1st & 6th Floor Jl. Jendral Gatot Subroto Kav 38,https://www.bankcapital.co.id,62 21 2793 8989,62 21 2793 8900
KEJU.JK,Mulia Boga Raya Tbk.,PT Mulia Boga Raya Tbk,Consumer Defensive,364.0,Packaged Foods,"PT Mulia Boga Raya Tbk manufactures and sells cheese and mayonnaise for salad dressing under the Prochiz brand name in Indonesia. It offers block and sliced cheese, and other products. The company sells its products through its own marketing force and third-party distributors. It also exports its products. The company was incorporated in 2006 and is headquarter in Bekasi, Indonesia. PT Mulia Boga Raya Tbk is a subsidiary of PT Garudafood Putra Putri Jaya Tbk.",Bekasi,Bekasi International Industrial Estate,Jalan Inti Raya II Blok C.7 No. 5-A Cibatu South Cikarang,https://www.prochiz.com,62 21 8990 8468,62 21 8992 8485
BOLT.JK,Garuda Metalindo Tbk.,PT Garuda Metalindo Tbk,Industrials,1273.0,Tools & Accessories,"PT Garuda Metalindo Tbk engages in the manufacture and sale of precision fasteners and engineered components primarily for the automotive industry in Indonesia. The company offers bolts, nuts, screws, and rivets; and special components, and pins and collars for use in engine, suspension, brake, frame and chassis, interior, power train, and other applications. It serves the motorcycle, automobile, automotive components, electrical equipment, and home appliance industries. The company also exports its products to rest of Asia, Europe, and the Americas. PT Garuda Metalindo Tbk was founded in 1966 and is headquartered in North Jakarta, Indonesia. PT Garuda Metalindo Tbk is a subsidiary of PT Garuda Multi Investama.",Jakarta Utara,Jl. Kapuk Kamal Raya No 23,,https://garudametalindo.co.id,62 21 555 3963,62 21 555 1440
MERK.JK,Merck Tbk.,PT Merck Tbk,Healthcare,394.0,Drug Manufacturers—Specialty & Generic,"PT Merck Tbk manufactures and sells pharmaceutical products in Indonesia. It operates through three segments: Biopharma, Consumer Health, and Others. It offers health care products in the areas of cardiovascular, metabolic, oncology, endocrinology, fertility, and neurodegenerative diseases, as well as general medicines. The company also engages in discovering, developing, manufacturing, and marketing pharmaceutical and biological prescription medicines to treat colorectal cancer, head and neck cancer, multiple sclerosis, infertility, growth hormone disorders, and diabetes, as well as thyroid disorders comprising hyperthyroidism and hypothyroidism. In addition, it leases and manages properties. The company was formerly known as PT Merck Indonesia Tbk and changed its name to PT Merck Tbk in June 2002. The company was founded in 1970 and is headquartered in East Jakarta, Indonesia. PT Merck Tbk is a subsidiary of Merck Holding GmbH.",Jakarta Timur,Jl. TB Simatupang No. 8,Pasar Rebo,https://www.merckgroup.com/id-id,62 21 2856 5600,62 21 2856 5601
JSPT.JK,Jakarta Setiabudi Internasional,PT Jakarta Setiabudi Internasional Tbk,Real Estate,842.0,Real Estate Services,"PT Jakarta Setiabudi Internasional Tbk, together with its subsidiaries, engages in the hospitality and property businesses in Indonesia. It operates through Hotel, Real Estate, Rental of Office Space, and Rental of Retail Center segments. It offers hotel guestroom and restaurant services; sells land and/or buildings, and apartment units; and rents office space and retail centers. The company was founded in 1975 and is headquartered in Jakarta, Indonesia. PT Jakarta Setiabudi Internasional Tbk is a subsidiary of PT Jan Darmadi Investindo.",Jakarta,Setiabudi 2 Building,3A Floor Jl. H.R. Rasuna Said Kav. 62,https://www.jsi.co.id,62 21 522 0568,62 21 525 5803
DWGL.JK,Dwi Guna Laksana Tbk.,PT Dwi Guna Laksana Tbk,Energy,44.0,Thermal Coal,"PT Dwi Guna Laksana Tbk, together with its subsidiaries, engages in the coal mining and trading activities in Indonesia. The company also offers port, crushing, loading, and barging services. It has a concession area of 412.8 hectares located in the Jilatan Village, district of Batu Ampar, Regency of Tanah Laut, South Kalimantan. The company was founded in 1986 and is headquartered in Jakarta, Indonesia. PT Dwi Guna Laksana Tbk is a subsidiary of Hawthorn-Capital Investment Pte. Ltd.",Jakarta,Sinarmas MSIG Tower,"9th Floor Jl. General Sudirman Kav.21 Setiabudi, Karet, South Jakarta",https://dwigunalaksana.co.id,62 21 8051 1142,62 21 8051 1144
SPTO.JK,Surya Pertiwi Tbk.,PT Surya Pertiwi Tbk,Consumer Cyclical,421.0,"Furnishings, Fixtures & Appliances","PT Surya Pertiwi Tbk distributes bathroom and kitchen products. It operates in four segments: Sanitary Wares, Fitting, Kitchen, and Others. The company offers sanitary wares, porcelain, fittings, kitchen products, and household appliances. It also engages in the construction activities. The company was founded in 1968 and is headquartered in Jakarta Barat, Indonesia.",Jakarta Barat,Wisma 81 TOTO Office Building,Jl. Letjen S. Parman Kav. 81,https://suryapertiwi.co.id,62 21 2929 8585,62 21 568 0068
CAMP.JK,Campina Ice Cream Industry Tbk.,"PT Campina Ice Cream Industry, Tbk.",Consumer Defensive,731.0,Packaged Foods,"PT Campina Ice Cream Industry, Tbk. produces, markets, and distributes ice creams in Indonesia. It offers cone, cup, family pack, and stick ice creams. The company was founded in 1972 and is headquartered in Surabaya, Indonesia.",Surabaya,Jl. Rungkut Industri II/15-17,Kel. Tenggilis Mejoyo Kec. Tenggilis Mejoyo,https://www.campina.co.id,62 31 843 2247,62 31 843 9232
HOKI.JK,Buyung Poetra Sembada Tbk.,PT Buyung Poetra Sembada Tbk,Consumer Defensive,248.0,Packaged Foods,"PT Buyung Poetra Sembada Tbk manufactures and trades in rice and its derivative products in Indonesia. The company distributes rice through supermarkets and minimarkets under the Topikoki, Rumah Limas, Belida, BPS, Daily Meal, and HOKI brand names. It also engages in the trade, construction, land transportation, and printing activities; and rental of power plants. The company was founded in 2003 and is headquartered in Jakarta Timur, Indonesia. PT Buyung Poetra Sembada Tbk is a subsidiary of PT Buyung Investama Gemilang.",Jakarta Timur,Pasar Induk Beras Cipinang Block K No.17,Kelurahan Pisangan Timur Pulogadung District,https://www.topikoki.com,62 877 3888 5401,
AMAG.JK,Asuransi Multi Artha Guna Tbk.,PT Asuransi Multi Artha Guna Tbk,Financial Services,576.0,Insurance—Diversified,"PT Asuransi Multi Artha Guna Tbk provides general insurance and reinsurance services in Indonesia. It offers fire, earthquake, property, engineering, heavy equipment, cargo, motor vehicle, burglary, money, personal accident, health, and travel insurance products. The company also provides cash in ATM, comprehensive machinery, cash in management, garage keeper liability, fidelity guarantee, moveable all-risks, hole-in-one, neon sign, micro business, consortium market, public liability, terrorism and sabotage, and marine hull insurance. The company was founded in 1980 and is headquartered in Jakarta, Indonesia. PT Asuransi Multi Artha Guna Tbk is a subsidiary of Fairfax Asia Limited.",Jakarta,The City Center Batavia Tower One,17th Floor Jl. KH Mas Mansyur Kav. 126,https://www.mag.co.id,62 21 270 0590,62 21 725 0223
TOPS.JK,Totalindo Eka Persada Tbk.,PT Totalindo Eka Persada Tbk,Industrials,66.0,Engineering & Construction,"PT Totalindo Eka Persada Tbk operates as a construction service and property development company in Indonesia. The company engages in the construction of apartments, hotels, shopping malls, factories, superblocks, residential, infrastructure, dormitory, and commercial and office buildings. It also constructs landed houses, as well as education center, worship house, toll roads, and bridges; and develops real estate properties. The company was founded in 1996 and is headquartered in Jakarta Selatan, Indonesia. PT Totalindo Eka Persada Tbk is a subsidiary of PT Totalindo Investama Persada.",Jakarta Selatan,Jl. Tebet Raya No. 14 A,,https://www.totalindo.co.id,62 21 837 92192,62 21 837 92199
SONA.JK,Sona Topas Tourism Industry Tbk,PT Sona Topas Tourism Industry Tbk,Consumer Cyclical,514.0,Travel Services,"PT Sona Topas Tourism Industry Tbk, together with its subsidiaries, operates as a tour and travel agency in Indonesia. It operates through three divisions: Travel, Duty Free Shops, and Retail Shops. It sells tours and travel tickets, as well as handles related documents and tours. It also operates duty free shops in Bali and retail shops in Jakarta, Bali, and Makassar. The company was formerly known as PT Sona Topas and changed its name to PT Sona Topas Tourism Industry Tbk in October 1990. PT Sona Topas Tourism Industry Tbk was incorporated in 1978 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,Mayapada Tower 2,"2nd Floor Jl. Jenderal Sudirman Lot. 27 Karet, Setiabudi",https://www.sonatopas.co.id/new/,62 21 521 3056,62 21 521 3066
KEEN.JK,Kencana Energi Lestari Tbk.,PT Kencana Energi Lestari Tbk,Utilities,121.0,Utilities—Independent Power Producers,"PT Kencana Energi Lestari Tbk, together with its subsidiaries, operates as a renewable energy company in Indonesia. It owns and operates 2 hydroelectric power plants with 39 megawatts in Pakkat, North Sumatera and Air Putih, Bengkulu; 5 megawatts biomass plant in Tempilang District, West Bangka Regency, Bangka Belitung Islands Province; and 1.3 megawatts solar power plant, as well as 10 megawatts micro-hydro power plant in Madong, South Sulawesi. The company also engages in the electrical equipment industry, electricity, gas, hot steam/water and cold air, special construction, wholesale trade, and other management consulting activities. It serves industries and householders. The company was founded in 2008 and is headquartered in West Jakarta, Indonesia.",Jakarta Barat,Kencana Tower,11th Floor Kebon Jeruk Business Park Jalan Meruya Ilir Raya Nomor 88,https://www.kencanaenergy.com,62 21 5890 0791,62 21 5890 1215
KREN.JK,Kresna Graha Investama Tbk.,PT Kresna Graha Investama Tbk,Financial Services,175.0,Capital Markets,"PT Kresna Graha Investama Tbk, together with its subsidiaries, operates in the financial and investment, and technology and digital sectors in Indonesia. It provides digital products and services, comprising of digital distribution, digital engagement platform, enterprise solutions, financial technology, supply chain, transportation and logistics, internet of things and artificial intelligence, media and entertainment, and financial and investment, as well as digital cloud advertising, digital product aggregator, software as a service, and clean energy products and services. The company also engages in the trading, construction, services, development, industry, printing, land transportation, mining, real estate, workshop, tourism, contracting, garment, electrical, mechanical, professional, scientific and technical, and agriculture activities; trading of telecommunication equipment and machineries; software publishing; household electrothermal equipment industry; retail trade through media for food, beverage, tobacco, chemical, pharmaceutical, cosmetic and laboratory equipment, computer consulting, and facility management activities; and equipment, telecommunication, e-commerce and other computer programming, and information technology activities. In addition, it offers other computer services; consultant management; and securities brokerage and underwriting services. The company was formerly known as PT Kresna Graha Sekurindo and changed its name to PT Kresna Graha Investama Tbk in July 2015. PT Kresna Graha Investama Tbk was founded in 1999 and is headquartered in Jakarta, Indonesia.",Jakarta,Kresna Tower,"Tower B, 6th Floor 18 Parc Place SCBD Jalan Jendral Sudirman Kavling 52 - 53",https://www.kresnainvestments.com,62 21 515 2889,62 21 515 5280
TRST.JK,Trias Sentosa Tbk.,PT Trias Sentosa Tbk,Consumer Cyclical,1022.0,Packaging & Containers,"PT Trias Sentosa Tbk operates as a flexible packaging film manufacturer in Indonesia, Japan, the rest of Asia, the United States, Australia, Europe, and Africa. The company manufactures and sells biaxially oriented polypropylene (BOPP) and biaxially oriented polyester (BOPET) films and plastics; and offers solutions of plastic packaging products. Its BOPP and BOPET products include printing and lamination, overwrap, anti-fog, matte, pearlized, white opaque, label, metallized, coated, heat sealable, and thermal film products. The company's products are used for food packaging; tobacco and box overwraps; anti-fog bags for vegetables, fresh fruits, and salad; paper look packaging and paper lamination; clear, white, and metallized label packaging; and ice cream, candy, and soap packaging. It is also involved in investment, trading, import, export, distribution, and other activities. PT Trias Sentosa Tbk was founded in 1979 and is headquartered in Sidoarjo, Indonesia.",Sidoarjo,Jl. Desa Keboharan Km 26,Krian,https://www.trias-sentosa.com,62 31 897 5825,62 31 897 2998
MTFN.JK,Capitalinc Investment Tbk.,PT Capitalinc Investment Tbk,Energy,9.0,Oil & Gas E&P,"PT Capitalinc Investment Tbk operates in the oil and gas sector in Indonesia. The company engages in the exploration, development, and production of oil and natural gas with an area of 5,448.48 square kilometers in the East Kangean; and participates in the exploration, development, and exploitation of petroleum resources covering Seinangka-Senipah Block in East Kalimantan covering an area of 69.84 kilometers square kilometers. It also has an agreement for the exploration and production of crude oil and natural gas based on production sharing contract in the Air Komering Block, South Sumatera. The company was founded in 1983 and is based in South Jakarta, Indonesia. PT Capitalinc Investment Tbk is a subsidiary of BFC SPV Ltd.",Jakarta Selatan,Jl. Wolter Monginsidi No.97,3rd Floor Kebayoran baru,https://www.capitalinc-investment.com,62 21 2751 7000,61 21 2793 2002
RSGK.JK,Kedoya Adyaraya Tbk.,PT Kedoya Adyaraya Tbk,Healthcare,593.0,Medical Care Facilities,"PT Kedoya Adyaraya Tbk owns and operates hospitals in Indonesia. The company provides healthcare services in various specialties, such as general surgery, orthopedic surgery, urology, cardiothoracic surgery, plastic surgery, neurosurgery, internist, nephrologist, endocrinologist & metabolic, obstetrics and gynecology specialist, cardiology, neurology, pulmonology, ophthalmologist, hyperbaric, pediatrician, acupuncture, medical rehabilitation, speech therapy, oral and maxillofacial, prosthodontics, dentists, psychiatrists, psychologists, nutritionists, and skin and venereal specialists, as well as medical services. As of December 31, 2021, it operated 2 hospitals with a total of 200 beds. The company was founded in 1990 and is headquartered in Jakarta Barat, Indonesia. PT Kedoya Adyaraya Tbk is a subsidiary of PT Sarana Meditama Metropolitan Tbk.",Jakarta Barat,Jalan Panjang Arteri No.26,RT.15/RW.7 Kedoya Utara Kec. Kebon Jeruk,https://www.grhahospitals.com,62 21 2991 0999,62 21 5698 2233
DILD.JK,Intiland Development Tbk.,PT Intiland Development Tbk,Real Estate,1436.0,Real Estate—Development,"PT Intiland Development Tbk, together with its subsidiaries, invests in, develops, manages, and sells real estate properties in Indonesia. The company operates through four segments: Real Estate; Rental of Office Building and Apartments; Industrial Estate; and Facilities. Its property portfolio includes high-rise developments, industrial estates, and commercial properties in Jakarta, Tangerang, Surabaya, Mojokerto, and Batang. The company also manages and sells houses and land; develops hotels; and manages industrial and techno parks, fitness centers, sports clubs, golf courses, and restaurants. In addition, it engages in the telecommunication infrastructure business; and property rental activities. The company was formerly known as PT Dharmala Intiland Tbk and changed its name to PT Intiland Development Tbk in 2007. PT Intiland Development Tbk was founded in 1983 and is headquartered in Jakarta, Indonesia.",Jakarta,Intiland Tower,Penthouse Floor Jl. Jenderal Sudirman Kav. 32,https://www.intiland.com,62 21 570 1912,62 21 570 0015
IPCM.JK,Jasa Armada Indonesia Tbk.,PT Jasa Armada Indonesia Tbk,Industrials,186.0,Marine Shipping,"PT Jasa Armada Indonesia Tbk provides pilotage and towage services primarily in Indonesia. It offers mooring, sea transportation, river and lake transportation, ship operation, freight, warehousing and storage, cargo handling, and fleet management services. The company also provides vessel rental and agency, vessel repair and maintenance, and refueling and clean water services. It serves public port, private terminal, inland warterway, and ship to ship offshore terminal markets. The company was founded in 1960 and is headquartered in Jakarta, Indonesia. PT Jasa Armada Indonesia Tbk is a subsidiary of PT. Pelabuhan Indonesia II.",Jakarta,Gedung Rukindo,Lantai 1 Jalan Raya Ancol Baru Ancol Timur,https://www.ipcmarine.co.id,62 21 430 6789,62 21 436 6789
ATIC.JK,Anabatic Technologies Tbk.,PT Anabatic Technologies Tbk,Technology,2138.0,Information Technology Services,"PT Anabatic Technologies Tbk, through its subsidiaries, provides mission critical digital, digital outsourcing, cloud and digital platform partner, property, and fintech services in Indonesia. It offers mission critical solutions that cover end to end application, including hardware and software implementation, customization, and routine maintenance, as well as IT security solutions. The company also provides business process outsourcing services related to human resources, such as talent acquisition, on boarding and development, and employee administration and retention; customer experience comprising strategy, campaign, data, and analytics; and technology and value-added services consisting of human resources information systems, customer experience systems, and facilities. In addition, PT Anabatic Technologies Tbk offers IT infrastructure solutions that comprise high-end servers, storage, enterprise software, networks, and security for B2B customers. Further, the company engages in the trading and service, integrity system, building management, interior construction, web design, office supplies and spare parts trading, multi dealer, online payment, computer and electronic trading, system integration, digital design, business process management, IT, management consultation and software, money remittance, and commodity trading activities. It serves banking, telecommunication, and pharmaceutical industries, as well as governments. The company was founded in 2001 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,Graha BIP Lt. 7,Jl. Jend. Gatot Subroto Kav. 23 Karet Semanggi Setiabudi,https://www.anabatic.com,62 21 522 9909,62 21 522 9777
PTSP.JK,Pioneerindo Gourmet Internation,PT Pioneerindo Gourmet International Tbk,Consumer Cyclical,962.0,Restaurants,"PT Pioneerindo Gourmet International Tbk, together with its subsidiaries, operates a chain of restaurants in Indonesia. The company operates restaurants under the California Fried Chicken, Sapo Oriental, and Cal Donat trademarks; and ramen noodle restaurant under the Sugakiya name. As of December 31, 2021, it owned and franchised 301 outlets. The company was formerly known as PT Putra Sejahtera Pioneerindo Tbk and changed its name to PT Pioneerindo Gourmet International Tbk in August 2001. PT Pioneerindo Gourmet International Tbk was founded in 1983 and is headquartered in West Jakarta, Indonesia.",Jakarta Barat,CFC Center Building,Jl. Palmerah Utara No. 100,https://www.cfcindonesia.com,62 21 5366 8999,62 21 5366 2012
MAIN.JK,Malindo Feedmill Tbk.,PT Malindo Feedmill Tbk,Consumer Defensive,3653.0,Packaged Foods,"PT Malindo Feedmill Tbk, together with its subsidiaries, engages in the animal feed, breeding and broiler farm, and food processing businesses in Indonesia. The company provides broiler, layer, duck, and other livestock feed products; and parent stock and day old chicken final stock. It also produces broiler chickens; and offers consumer products, such as chicken nuggets, chicken tempura, chicken sticks, chicken wings, tulip wings, chicken karaage, chicken drumstick, chicken sausage, and combined variant packs under the SunnyGold and Ciki Wiki brands. The company was founded in 1997 and is headquartered in Jakarta Selatan, Indonesia. PT Malindo Feedmill Tbk is a subsidiary of Dragon Amity Pte. Ltd.",Jakarta Selatan,Komplek Golden Plaza,Blok G No. 17-22 Jl. RS. Fatmawati No. 15,https://www.malindofeedmill.com,62 21 766 1727,62 21 766 1728
ALDO.JK,Alkindo Naratama Tbk.,PT Alkindo Naratama Tbk,Basic Materials,731.0,Paper & Paper Products,"PT Alkindo Naratama Tbk, together with its subsidiaries, produces and sells various convertible paper products in Indonesia. It operates in two segments, Paper and Chemical. The Paper segment offers papercore products, such as standard cores for packaging films, stretch films, and paper mill industries; white paper core suitable for polypropylene film, polyethylene film, coated paper, and tissue paper; special seamless core to maintain quality of the surface and the characteristics of the goods; and prime coating core used to minimize the shape of lines in premium materials for the composition of paper film, PP film, PVC, BOPP, polyester, and foil industries. This segment also provides paper tubes designed for optimal yarn winding; paper boxes for food grade packaging; paper bags as alternative to plastic bags; honeycomb furniture cores, graphic boards, textile boards/spacers, hole pads, board layers, and display boards under the HEXCELL name; and edge protectors, as well as core boards, kraftliners, greyboards, and duplexes. The Chemical segment manufactures water-based polymers; and distributes textile chemicals. The company was founded in 1989 and is based in Bandung, Indonesia. PT Alkindo Naratama Tbk is a subsidiary of PT Golden Arista International.",Bandung,West Bandung Regency,Padalarang Cipeundeuy,https://www.alkindo.co.id,62 22 686 8300,
OMRE.JK,Indonesia Prima Property Tbk,PT Indonesia Prima Property Tbk,Real Estate,323.0,Real Estate Services,"PT Indonesia Prima Property Tbk, together with its subsidiaries, operates in the property sector in Indonesia. The company operates through Office Space Rental, Shopping Center Space Rental, Rental and Sale of Apartment, Hotel, and Sale of Residentials segments. It rents offices, shopping centers, and apartments; and constructs hotels, residential properties, and related facilities. The company also owned Novotel Surabaya hotel & suites and Grand Tropic Suites hotel. The company was formerly known as PT Ometraco Realty and changed its name to PT Indonesia Prima Property Tbk in 1996. The company was founded in 1983 and is headquartered in Jakarta, Indonesia. PT Indonesia Prima Property Tbk is a subsidiary of First Pacific Capital Group Limited.",Jakarta,Capital Place Building,5th Floor Jl. Jenderal Sudirman Kav. 18,https://www.ipp.co.id,62 21 2918 1188,62 21 2918 1199
SKLT.JK,Sekar Laut Tbk.,PT Sekar Laut Tbk,Consumer Defensive,,Packaged Foods,"PT Sekar Laut Tbk produces and sells crackers, tomato and chili sauces, cooking spices, buns, and ready to use seasonings under the Finna brand name in Indonesia and internationally. It also involved in the trading of consumer goods; and restaurant business. The company also exports its products to the Netherlands, Korea, England, Australia, China, and internationally. PT Sekar Laut Tbk was founded in 1976 and is headquartered in Surabaya, Indonesia.",Surabaya,Jalan Raya Darmo No. 23-25,,https://www.sekarlaut.com,62 31 567 1371,62 31 567 6240
IFII.JK,Indonesia Fibreboard Industry T,PT Indonesia Fibreboard Industry Tbk,Basic Materials,483.0,Lumber & Wood Production,"PT Indonesia Fibreboard Industry Tbk engages in the manufacture and sale of wood products in Indonesia, Japan, the Middle East, and internationally. It offers high, medium, and low density fiberboards; high moisture resistance wood products; plywood and plywood medium density fiberboard (MDF) products; MDF laminate paper; and veneer wood products. The company was founded in 2007 and is headquartered in Jakarta Utara, Indonesia. PT Indonesia Fibreboard Industry Tbk is a subsidiary of PT Adrindo Intiperkasa.",Jakarta Utara,Wisma ADR,"3rd Floor Jl. Pluit Raya I No.1, Penjaringan",https://www.pt-ifi.com,62 21 661 5555,62 21 661 9301
